PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,PSTL_CODE,MATRIX,SAM_CODE,LAB,AMMONIA_N_DATE_ANALYZED,AMMONIA_N_DILUTION_FACTOR,AMMONIA_N_HOLDING_TIME,AMMONIA_N_LAB_SAMPLE_ID,AMMONIA_N_MDL,AMMONIA_N_NARS_FLAG,AMMONIA_N_QA_FLAG,AMMONIA_N_RESULT,AMMONIA_N_RL,AMMONIA_N_UNITS,ANC_DATE_ANALYZED,ANC_HOLDING_TIME,ANC_LAB_SAMPLE_ID,ANC_MDL,ANC_NARS_FLAG,ANC_QA_FLAG,ANC_RESULT,ANC_RL,ANC_UNITS,CALCIUM_DATE_ANALYZED,CALCIUM_DILUTION_FACTOR,CALCIUM_HOLDING_TIME,CALCIUM_LAB_SAMPLE_ID,CALCIUM_MDL,CALCIUM_NARS_FLAG,CALCIUM_QA_FLAG,CALCIUM_RESULT,CALCIUM_RL,CALCIUM_UNITS,CHLA_DATE_ANALYZED,CHLA_DILUTION_FACTOR,CHLA_EXTRACT,CHLA_EXTRACT_UNITS,CHLA_HOLDING_TIME,CHLA_LAB_SAMPLE_ID,CHLA_MDL,CHLA_NARS_FLAG,CHLA_QA_FLAG,CHLA_RESULT,CHLA_RESULT_UNITS,CHLA_RL,CHLA_SAMPLE_ID,CHLA_VOLUME_ADJUST,CHLA_VOLUME_FILTERED,CHLORIDE_DATE_ANALYZED,CHLORIDE_DILUTION_FACTOR,CHLORIDE_HOLDING_TIME,CHLORIDE_LAB_SAMPLE_ID,CHLORIDE_MDL,CHLORIDE_NARS_FLAG,CHLORIDE_QA_FLAG,CHLORIDE_RESULT,CHLORIDE_RL,CHLORIDE_UNITS,COLOR_DATE_ANALYZED,COLOR_HOLDING_TIME,COLOR_LAB_SAMPLE_ID,COLOR_NARS_FLAG,COLOR_QA_FLAG,COLOR_RESULT,COLOR_UNITS,COND_DATE_ANALYZED,COND_HOLDING_TIME,COND_LAB_SAMPLE_ID,COND_MDL,COND_NARS_FLAG,COND_QA_FLAG,COND_RESULT,COND_RL,COND_UNITS,DOC_DATE_ANALYZED,DOC_DILUTION_FACTOR,DOC_HOLDING_TIME,DOC_LAB_SAMPLE_ID,DOC_MDL,DOC_NARS_FLAG,DOC_QA_FLAG,DOC_RESULT,DOC_RL,DOC_UNITS,MAGNESIUM_DATE_ANALYZED,MAGNESIUM_DILUTION_FACTOR,MAGNESIUM_HOLDING_TIME,MAGNESIUM_LAB_SAMPLE_ID,MAGNESIUM_MDL,MAGNESIUM_NARS_FLAG,MAGNESIUM_QA_FLAG,MAGNESIUM_RESULT,MAGNESIUM_RL,MAGNESIUM_UNITS,NITRATE_N_DATE_ANALYZED,NITRATE_N_DILUTION_FACTOR,NITRATE_N_HOLDING_TIME,NITRATE_N_LAB_SAMPLE_ID,NITRATE_N_MDL,NITRATE_N_NARS_FLAG,NITRATE_N_QA_FLAG,NITRATE_N_RESULT,NITRATE_N_RL,NITRATE_N_UNITS,NITRATE_NITRITE_N_DATE_ANALYZED,NITRATE_NITRITE_N_HOLDING_TIME,NITRATE_NITRITE_N_LAB_SAMPLE_ID,NITRATE_NITRITE_N_MDL,NITRATE_NITRITE_N_NARS_FLAG,NITRATE_NITRITE_N_RESULT,NITRATE_NITRITE_N_RL,NITRATE_NITRITE_N_UNITS,NITRITE_N_DATE_ANALYZED,NITRITE_N_DILUTION_FACTOR,NITRITE_N_HOLDING_TIME,NITRITE_N_LAB_SAMPLE_ID,NITRITE_N_MDL,NITRITE_N_NARS_FLAG,NITRITE_N_QA_FLAG,NITRITE_N_RESULT,NITRITE_N_RL,NITRITE_N_UNITS,NTL_DATE_ANALYZED,NTL_DISS_DATE_ANALYZED,NTL_DISS_HOLDING_TIME,NTL_DISS_LAB_SAMPLE_ID,NTL_DISS_MDL,NTL_DISS_NARS_FLAG,NTL_DISS_QA_FLAG,NTL_DISS_RESULT,NTL_DISS_RL,NTL_DISS_UNITS,NTL_HOLDING_TIME,NTL_LAB_SAMPLE_ID,NTL_MDL,NTL_NARS_FLAG,NTL_QA_FLAG,NTL_RESULT,NTL_RL,NTL_UNITS,PH_DATE_ANALYZED,PH_HOLDING_TIME,PH_LAB_SAMPLE_ID,PH_NARS_FLAG,PH_QA_FLAG,PH_RESULT,PH_UNITS,POTASSIUM_DATE_ANALYZED,POTASSIUM_DILUTION_FACTOR,POTASSIUM_HOLDING_TIME,POTASSIUM_LAB_SAMPLE_ID,POTASSIUM_MDL,POTASSIUM_NARS_FLAG,POTASSIUM_QA_FLAG,POTASSIUM_RESULT,POTASSIUM_RL,POTASSIUM_UNITS,PTL_DATE_ANALYZED,PTL_DISS_DATE_ANALYZED,PTL_DISS_HOLDING_TIME,PTL_DISS_LAB_SAMPLE_ID,PTL_DISS_MDL,PTL_DISS_NARS_COMMENT,PTL_DISS_NARS_FLAG,PTL_DISS_QA_FLAG,PTL_DISS_RESULT,PTL_DISS_RL,PTL_DISS_UNITS,PTL_HOLDING_TIME,PTL_LAB_SAMPLE_ID,PTL_MDL,PTL_NARS_FLAG,PTL_QA_FLAG,PTL_RESULT,PTL_RL,PTL_UNITS,SILICA_DATE_ANALYZED,SILICA_HOLDING_TIME,SILICA_LAB_SAMPLE_ID,SILICA_MDL,SILICA_NARS_FLAG,SILICA_QA_FLAG,SILICA_RESULT,SILICA_RL,SILICA_UNITS,SODIUM_DATE_ANALYZED,SODIUM_DILUTION_FACTOR,SODIUM_HOLDING_TIME,SODIUM_LAB_SAMPLE_ID,SODIUM_MDL,SODIUM_NARS_FLAG,SODIUM_QA_FLAG,SODIUM_RESULT,SODIUM_RL,SODIUM_UNITS,SULFATE_DATE_ANALYZED,SULFATE_DILUTION_FACTOR,SULFATE_HOLDING_TIME,SULFATE_LAB_SAMPLE_ID,SULFATE_MDL,SULFATE_NARS_FLAG,SULFATE_QA_FLAG,SULFATE_RESULT,SULFATE_RL,SULFATE_UNITS,TURB_DATE_ANALYZED,TURB_HOLDING_TIME,TURB_LAB_SAMPLE_ID,TURB_MDL,TURB_NARS_FLAG,TURB_QA_FLAG,TURB_RESULT,TURB_RL,TURB_UNITS,UNIQUE_ID
8/13/2024,2021596,NES22-10009,8/24/2022,1,NY,WATER,REGULAR,WRS,8/30/2022,1,6,2210972,0.0005,,,0.005,0.004,mg N/L,8/26/2022,2,2210972,,,,222,,UEQ/L,1/20/2023,1,149,2210972,0.011,,,2.64,0.05,mg/L,9/7/2022,,45.9,ug/L,14,2210972,0.18,,,3.67,ug/L,1,203581,,500,8/27/2022,1,3,2210972,0.004,,,4.69,0.06,mg/L,8/26/2022,2,2210972,,,24,APHA PT-CO,8/26/2022,2,2210972,1,,,38.5,2,uS/cm AT 25 C,9/8/2022,1,15,2210972,0.024,,,5.25,0.2,mg/L,1/20/2023,1,149,2210972,0.003,,,0.51,0.02,mg/L,8/27/2022,1,3,2210972,0.0006,,EST,0.002,0.02,mg N/L,,,,,,,,,8/27/2022,1,3,2210972,0.0006,ND,MDL,,0.02,mg N/L,9/16/2022,9/15/2022,22,2210972,0.002,,,0.203,0.02,mg/L,23,2210972,0.002,,,0.234,0.02,mg/L,8/26/2022,2,2210972,,,7.5,Std. Units,1/20/2023,1,149,2210972,0.018,,,0.29,0.1,mg/L,9/16/2022,9/15/2022,22,2210972,0.48,,,,4.9,4,ug/L,23,2210972,0.48,,,8.4,4,ug/L,8/29/2022,5,2210972,0.0012,,,3.65,0.01,mg/L,1/20/2023,1,149,2210972,0.009,,,3.46,0.1,mg/L,8/27/2022,1,3,2210972,0.002,,,2.2,0.18,mg/L,8/26/2022,2,2210972,,,LRL,0.56,2,NTU,NLA_NY-10004
8/13/2024,2021597,NLA22_ND-10024,8/24/2022,1,ND,WATER,REGULAR,WRS,8/30/2022,1,6,2210969,0.0005,,,0.022,0.004,mg N/L,8/26/2022,2,2210969,,,,2670,,UEQ/L,1/20/2023,1,149,2210969,0.011,,,16.2,0.05,mg/L,9/7/2022,,170,ug/L,14,2210969,0.18,,,13.6,ug/L,1,222301,,500,8/27/2022,1,3,2210969,0.004,,,4.08,0.06,mg/L,8/26/2022,2,2210969,,,31,APHA PT-CO,8/26/2022,2,2210969,1,,,326,2,uS/cm AT 25 C,9/8/2022,2,15,2210969,0.024,,,18.1,0.2,mg/L,1/20/2023,1,149,2210969,0.003,,,27.7,0.02,mg/L,8/27/2022,1,3,2210969,0.0006,,EST,0.0017,0.02,mg N/L,,,,,,,,,8/27/2022,1,3,2210969,0.0006,ND,MDL,,0.02,mg N/L,9/12/2022,9/8/2022,15,2210969,0.002,,,1.4,0.02,mg/L,19,2210969,0.002,,,1.44,0.02,mg/L,8/26/2022,2,2210969,,,10.08,Std. Units,1/20/2023,1,149,2210969,0.018,,,8.55,0.1,mg/L,9/12/2022,9/8/2022,15,2210969,0.48,,,,18,4,ug/L,19,2210969,0.48,,,18.9,4,ug/L,8/29/2022,5,2210969,0.0012,,,1.18,0.01,mg/L,1/20/2023,1,149,2210969,0.009,,,5.15,0.1,mg/L,8/27/2022,1,3,2210969,0.002,,,28.1,0.18,mg/L,8/26/2022,2,2210969,,,LRL,0.95,2,NTU,NLA_ND-10252
8/13/2024,2021598,NLA22_ND-10048,8/24/2022,1,ND,WATER,REGULAR,WRS,8/30/2022,1,6,2210966,0.0005,,,0.032,0.004,mg N/L,8/26/2022,2,2210966,,,,11500,,UEQ/L,1/20/2023,5,149,2210966,0.011,,,30.9,0.05,mg/L,9/7/2022,,253,ug/L,14,2210966,0.18,,,28.9,ug/L,1,226141,,350,8/27/2022,10,3,2210966,0.004,,,14.1,0.06,mg/L,8/26/2022,2,2210966,,,24,APHA PT-CO,8/26/2022,2,2210966,1,,,1800,2,uS/cm AT 25 C,9/7/2022,2,14,2210966,0.024,,,32.8,0.2,mg/L,1/20/2023,5,149,2210966,0.003,,,220,0.02,mg/L,8/27/2022,10,3,2210966,0.0006,ND,MDL,,0.02,mg N/L,,,,,,,,,8/27/2022,10,3,2210966,0.0006,ND,MDL,,0.02,mg N/L,9/16/2022,9/15/2022,22,2210966,0.002,,,2.69,0.02,mg/L,23,2210966,0.002,,,3.23,0.02,mg/L,8/26/2022,2,2210966,,,8.85,Std. Units,1/20/2023,5,149,2210966,0.018,,,26.9,0.1,mg/L,9/12/2022,9/8/2022,15,2210966,0.48,,,,54.7,4,ug/L,19,2210966,0.48,,,59.7,4,ug/L,8/29/2022,5,2210966,0.0012,,,27.2,0.01,mg/L,1/20/2023,5,149,2210966,0.009,,,47,0.1,mg/L,8/27/2022,10,3,2210966,0.002,,,552,0.18,mg/L,8/26/2022,2,2210966,,,,7.04,2,NTU,NLA_ND-10170
8/13/2024,2021599,NLA22_NC-10001,8/25/2022,2,NC,WATER,REGULAR,WRS,9/7/2022,1,13,2210981,0.0005,S,,0.015,0.004,mg N/L,8/30/2022,5,2210981,,S,,202,,UEQ/L,1/20/2023,1,148,2210981,0.011,S,,2.79,0.05,mg/L,9/7/2022,,76.3,ug/L,13,2210981,0.18,S,,12.2,ug/L,1,225821,,250,8/29/2022,1,4,2210981,0.004,S,,8.33,0.06,mg/L,8/29/2022,4,2210981,S;H,H,28,APHA PT-CO,8/30/2022,5,2210981,1,S,,54.5,2,uS/cm AT 25 C,9/8/2022,1,14,2210981,0.024,S,,2.93,0.2,mg/L,1/20/2023,1,148,2210981,0.003,S,,1.26,0.02,mg/L,8/30/2022,1,5,2210981,0.0006,S;L,EST,0.0062,0.02,mg N/L,,,,,,,,,8/30/2022,1,5,2210981,0.0006,S;ND,MDL,,0.02,mg N/L,9/16/2022,9/15/2022,21,2210981,0.002,S,,0.148,0.02,mg/L,22,2210981,0.002,S,,0.256,0.02,mg/L,8/30/2022,5,2210981,S;H,H,7.03,Std. Units,1/20/2023,1,148,2210981,0.018,S,,0.59,0.1,mg/L,9/16/2022,9/15/2022,21,2210981,0.48,,S,,6.2,4,ug/L,22,2210981,0.48,S,,18.8,4,ug/L,9/2/2022,8,2210981,0.0012,S;H,H,4.45,0.01,mg/L,1/20/2023,1,148,2210981,0.009,S,,4.87,0.1,mg/L,8/30/2022,1,5,2210981,0.002,S,,0.895,0.18,mg/L,8/30/2022,5,2210981,,S;H,H,2.02,2,NTU,NLA_NC-10057
8/13/2024,2021600,NLA22_MN-10025,8/24/2022,1,MN,WATER,REGULAR,WRS,8/30/2022,1,6,2210968,0.0005,,,0.011,0.004,mg N/L,8/26/2022,2,2210968,,,,3570,,UEQ/L,1/20/2023,1,149,2210968,0.011,,,28,0.05,mg/L,9/7/2022,,98.2,ug/L,14,2210968,0.18,,,5.24,ug/L,1,212821,,750,8/27/2022,2,3,2210968,0.004,,,14.2,0.06,mg/L,8/26/2022,2,2210968,,,2,APHA PT-CO,8/26/2022,2,2210968,1,,,414,2,uS/cm AT 25 C,9/7/2022,1,14,2210968,0.024,,,7.95,0.2,mg/L,1/20/2023,1,149,2210968,0.003,,,27.4,0.02,mg/L,8/27/2022,2,3,2210968,0.0006,ND,MDL,,0.02,mg N/L,,,,,,,,,8/27/2022,2,3,2210968,0.0006,ND,MDL,,0.02,mg N/L,9/12/2022,9/8/2022,15,2210968,0.002,,,0.69,0.02,mg/L,19,2210968,0.002,,,0.734,0.02,mg/L,8/26/2022,2,2210968,,,8.63,Std. Units,1/20/2023,1,149,2210968,0.018,,,5.19,0.1,mg/L,9/12/2022,9/8/2022,15,2210968,0.48,,,,14.9,4,ug/L,19,2210968,0.48,,,17.1,4,ug/L,8/29/2022,5,2210968,0.0012,,,11.6,0.01,mg/L,1/20/2023,1,149,2210968,0.009,,,5.65,0.1,mg/L,8/27/2022,2,3,2210968,0.002,,,8.18,0.18,mg/L,8/26/2022,2,2210968,,,LRL,0.95,2,NTU,NLA_MN-10166
8/13/2024,2021601,NLA22_MN-10073,8/24/2022,1,MN,WATER,REGULAR,WRS,8/30/2022,1,6,2210964,0.0005,,,0.031,0.004,mg N/L,8/26/2022,2,2210964,,,,3800,,UEQ/L,1/20/2023,1,149,2210964,0.011,,,48,0.05,mg/L,9/7/2022,,262,ug/L,14,2210964,0.18,,,140,ug/L,1,211921,,75,8/27/2022,2,3,2210964,0.004,,,15.5,0.06,mg/L,8/26/2022,2,2210964,,,25,APHA PT-CO,8/26/2022,2,2210964,1,,,645,2,uS/cm AT 25 C,9/7/2022,2,14,2210964,0.024,,,13.1,0.2,mg/L,1/20/2023,1,149,2210964,0.003,,,43.2,0.02,mg/L,8/27/2022,2,3,2210964,0.0006,ND,MDL,,0.02,mg N/L,,,,,,,,,8/27/2022,2,3,2210964,0.0006,ND,MDL,,0.02,mg N/L,9/12/2022,9/8/2022,15,2210964,0.002,,,1.31,0.02,mg/L,19,2210964,0.002,,,1.37,0.02,mg/L,8/26/2022,2,2210964,,,8.54,Std. Units,1/20/2023,1,149,2210964,0.018,,,5.14,0.1,mg/L,9/12/2022,9/8/2022,15,2210964,0.48,,,,23.5,4,ug/L,19,2210964,0.48,,,24.9,4,ug/L,8/29/2022,5,2210964,0.0012,,,4.31,0.01,mg/L,1/20/2023,1,149,2210964,0.009,,,10.8,0.1,mg/L,8/27/2022,2,3,2210964,0.002,,,129,0.18,mg/L,8/26/2022,2,2210964,,,,44.3,2,NTU,NLA_MN-10360
8/13/2024,2021602,NLA22_MN-10068,8/25/2022,1,MN,WATER,REGULAR,WRS,8/30/2022,1,5,2210965,0.0005,,,0.019,0.004,mg N/L,8/26/2022,1,2210965,,,,3730,,UEQ/L,1/20/2023,1,148,2210965,0.011,,,42.6,0.05,mg/L,9/7/2022,,380,ug/L,13,2210965,0.18,,,60.8,ug/L,1,213001,,250,8/27/2022,2,2,2210965,0.004,,,34.8,0.06,mg/L,8/26/2022,1,2210965,,,29,APHA PT-CO,8/26/2022,1,2210965,1,,,602,2,uS/cm AT 25 C,9/7/2022,1,13,2210965,0.024,,,12.5,0.2,mg/L,1/20/2023,1,148,2210965,0.003,,,35.1,0.02,mg/L,8/27/2022,2,2,2210965,0.0006,ND,MDL,,0.02,mg N/L,,,,,,,,,8/27/2022,2,2,2210965,0.0006,ND,MDL,,0.02,mg N/L,9/12/2022,9/8/2022,14,2210965,0.002,,,1.24,0.02,mg/L,18,2210965,0.002,,,1.27,0.02,mg/L,8/26/2022,1,2210965,,,8.59,Std. Units,1/20/2023,1,148,2210965,0.018,,,5.85,0.1,mg/L,9/12/2022,9/8/2022,14,2210965,0.48,,,,41.9,4,ug/L,18,2210965,0.48,,,45.2,4,ug/L,8/29/2022,4,2210965,0.0012,,,22.3,0.01,mg/L,1/20/2023,1,148,2210965,0.009,,,21,0.1,mg/L,8/27/2022,2,2,2210965,0.002,,,68.9,0.18,mg/L,8/26/2022,1,2210965,,,,12.4,2,NTU,NLA_MN-10184
8/13/2024,2021603,NLA22_GA-10091,8/25/2022,1,GA,WATER,REGULAR,WRS,8/30/2022,1,5,2210962,0.0005,,,0.004,0.004,mg N/L,8/26/2022,1,2210962,,,,261,,UEQ/L,1/20/2023,1,148,2210962,0.011,,,2.97,0.05,mg/L,9/7/2022,,82.6,ug/L,13,2210962,0.18,,,13.2,ug/L,1,228521,,250,8/27/2022,1,2,2210962,0.004,,,6.07,0.06,mg/L,8/26/2022,1,2210962,,,5,APHA PT-CO,8/26/2022,1,2210962,1,,,60.2,2,uS/cm AT 25 C,9/7/2022,1,13,2210962,0.024,,,2.64,0.2,mg/L,1/20/2023,1,148,2210962,0.003,,,1.34,0.02,mg/L,8/27/2022,1,2,2210962,0.0006,,EST,0.002,0.02,mg N/L,,,,,,,,,8/27/2022,1,2,2210962,0.0006,ND,MDL,,0.02,mg N/L,9/12/2022,9/8/2022,14,2210962,0.002,,,0.216,0.02,mg/L,18,2210962,0.002,,,0.236,0.02,mg/L,8/26/2022,1,2210962,,,7.34,Std. Units,1/20/2023,1,148,2210962,0.018,,,2.36,0.1,mg/L,9/12/2022,9/8/2022,14,2210962,0.48,,,,7.1,4,ug/L,18,2210962,0.48,,,8.3,4,ug/L,8/29/2022,4,2210962,0.0012,,,4.89,0.01,mg/L,1/20/2023,1,148,2210962,0.009,,,4.63,0.1,mg/L,8/27/2022,1,2,2210962,0.002,,,3.71,0.18,mg/L,8/26/2022,1,2210962,,,LRL,1.94,2,NTU,NLA_GA-10141
8/13/2024,2021604,NLA22_MI-10004,8/25/2022,2,MI,WATER,REGULAR,WRS,8/30/2022,1,5,2210959,0.0005,,,0.022,0.004,mg N/L,8/26/2022,1,2210959,,,,1480,,UEQ/L,1/20/2023,1,148,2210959,0.011,,,21.4,0.05,mg/L,8/30/2022,,55.7,ug/L,5,2210959,0.18,,,4.46,ug/L,1,222941,,500,8/27/2022,1,2,2210959,0.004,,,32.1,0.06,mg/L,8/26/2022,1,2210959,,,29,APHA PT-CO,8/26/2022,1,2210959,1,,,271,2,uS/cm AT 25 C,9/7/2022,1,13,2210959,0.024,,,10.8,0.2,mg/L,1/20/2023,1,148,2210959,0.003,,,9.95,0.02,mg/L,8/27/2022,1,2,2210959,0.0006,,EST,0.002,0.02,mg N/L,,,,,,,,,8/27/2022,1,2,2210959,0.0006,ND,MDL,,0.02,mg N/L,9/12/2022,9/8/2022,14,2210959,0.002,,,0.94,0.02,mg/L,18,2210959,0.002,,,0.999,0.02,mg/L,8/26/2022,1,2210959,,,8.61,Std. Units,1/20/2023,1,148,2210959,0.018,,,0.84,0.1,mg/L,9/12/2022,9/8/2022,14,2210959,0.48,,,,13.1,4,ug/L,18,2210959,0.48,,,14.4,4,ug/L,8/29/2022,4,2210959,0.0012,,,1.48,0.01,mg/L,1/20/2023,1,148,2210959,0.009,,,13.6,0.1,mg/L,8/27/2022,1,2,2210959,0.002,,,1.74,0.18,mg/L,8/26/2022,1,2210959,,,LRL,0.98,2,NTU,NLA_MI-10149
8/13/2024,2021605,NES22-10187,8/24/2022,1,NV,WATER,REGULAR,WRS,8/30/2022,1,6,2210963,0.0005,,,0.013,0.004,mg N/L,8/26/2022,2,2210963,,,,5580,,UEQ/L,1/20/2023,5,149,2210963,0.011,,,40.8,0.05,mg/L,9/7/2022,,290,ug/L,14,2210963,0.18,,,46.4,ug/L,1,228661,,250,8/27/2022,20,3,2210963,0.004,,,859,0.06,mg/L,8/26/2022,2,2210963,,,9,APHA PT-CO,8/26/2022,2,2210963,1,,,3780,2,uS/cm AT 25 C,9/14/2022,1,21,2210963,0.024,,,2.81,0.2,mg/L,1/20/2023,5,149,2210963,0.003,,,49,0.02,mg/L,8/27/2022,20,3,2210963,0.0006,ND,MDL,,0.02,mg N/L,,,,,,,,,8/27/2022,20,3,2210963,0.0006,ND,MDL,,0.02,mg N/L,9/12/2022,9/8/2022,15,2210963,0.002,,,0.738,0.02,mg/L,19,2210963,0.002,,,0.788,0.02,mg/L,8/26/2022,2,2210963,,,8.78,Std. Units,1/20/2023,5,149,2210963,0.018,,,43.3,0.1,mg/L,9/12/2022,9/8/2022,15,2210963,0.48,,,,42.8,4,ug/L,19,2210963,0.48,,,49.8,4,ug/L,8/29/2022,5,2210963,0.0012,,,31.2,0.01,mg/L,1/20/2023,5,149,2210963,0.009,,,583,0.1,mg/L,8/27/2022,20,3,2210963,0.002,,,227,0.18,mg/L,8/26/2022,2,2210963,,,,12.4,2,NTU,NLA_NV-10036
8/13/2024,2021606,NLA22_WI-10002,8/25/2022,2,WI,WATER,REGULAR,WSLOH,9/12/2022,,18,639237001,0.012,ND,,,0.039,mg N/L,9/1/2022,7,639237002,10,S,,92.2,,ueq/L,8/31/2022,,6,639237001,0.3,,,1.42,0.9,mg/L,9/9/2022,,26,ug/L,15,639237002,0.208,Q,,6.63,ug/L,0.696,,,250,9/20/2022,,26,639237001,0.031,,,1.56,0.1,mg/L,8/26/2022,1,639237001,,,10,APHA PT-CO,,,,,NR,,,,,9/9/2022,,15,639237001,0.4,,,6.07,1.3,mg/L,8/31/2022,,6,639237001,0.2,L,,0.53,0.6,mg/L,9/20/2022,,26,639237001,0.016,ND,,,0.05,mg N/L,9/12/2022,18,639237001,0.055,ND,,0.184,mg N/L,,,,,,,,,,,9/9/2022,9/1/2022,7,639237001,0.058,,,0.291,0.192,mg/L,15,639237002,0.058,S,,0.363,0.192,mg N/L,,,,NR,,,,8/31/2022,,6,639237001,0.2,,,0.747,0.6,mg/L,9/12/2022,9/7/2022,13,639237001,9,,ND,,,30,ug/L,18,639237002,9,L; S,,15,30,ug/L,9/26/2022,32,639237001,0.097,L; H,,0.148,0.32,mg/L,8/31/2022,,6,639237001,0.3,,,0.912,0.9,mg/L,9/20/2022,,26,639237001,0.16,,,0.586,0.5,mg/L,8/26/2022,1,639237002,0.1,S,,1.13,0.1,NTU,NLA_WI-10125
8/13/2024,2021607,NLA22_WI-10040,8/24/2022,1,WI,WATER,REGULAR,WSLOH,9/12/2022,,19,639240001,0.012,ND,,,0.039,mg N/L,9/1/2022,8,639240002,10,,,24,,ueq/L,8/31/2022,,7,639240001,0.3,L,,0.679,0.9,mg/L,9/9/2022,,26,ug/L,16,639240002,0.208,Q,,12,ug/L,0.696,,,250,9/20/2022,,27,639240001,0.031,,,0.325,0.1,mg/L,8/26/2022,2,639240001,H,,50,APHA PT-CO,,,,,NR,,,,,9/9/2022,,16,639240001,0.4,,,7.76,1.3,mg/L,8/31/2022,,7,639240001,0.2,L,,0.254,0.6,mg/L,9/20/2022,,27,639240001,0.016,ND,,,0.05,mg N/L,9/12/2022,19,639240001,0.055,ND,,0.184,mg N/L,,,,,,,,,,,9/9/2022,9/1/2022,8,639240001,0.058,,,0.36,0.192,mg/L,16,639240002,0.058,,,0.346,0.192,mg N/L,,,,NR,,,,8/31/2022,,7,639240001,0.2,L,,0.489,0.6,mg/L,9/12/2022,9/7/2022,14,639240001,9,,L,,13.1,30,ug/L,19,639240002,9,L,,16.5,30,ug/L,9/26/2022,33,639240001,0.097,L; H,,0.115,0.32,mg/L,8/31/2022,,7,639240001,0.3,L,,0.865,0.9,mg/L,9/20/2022,,27,639240001,0.16,,,0.658,0.5,mg/L,8/26/2022,2,639240002,0.1,H,,1.85,0.1,NTU,NLA_WI-10152
8/13/2024,2021608,NLA22_WI-10027,8/25/2022,1,WI,WATER,REGULAR,WSLOH,9/12/2022,,18,639248001,0.012,ND,,,0.039,mg N/L,9/1/2022,7,639248002,10,,,55.4,,ueq/L,8/31/2022,,6,639248001,0.3,,,0.982,0.9,mg/L,9/9/2022,,26,ug/L,15,639248002,0.208,Q,,3.93,ug/L,0.696,,,250,9/20/2022,,26,639248001,0.031,L,,0.032,0.1,mg/L,8/26/2022,1,639248001,,,50,APHA PT-CO,,,,,NR,,,,,9/12/2022,,18,639248001,0.4,,,12.3,1.3,mg/L,8/31/2022,,6,639248001,0.2,L,,0.316,0.6,mg/L,9/20/2022,,26,639248001,0.016,ND,,,0.05,mg N/L,9/12/2022,18,639248001,0.055,ND,,0.184,mg N/L,,,,,,,,,,,9/9/2022,9/1/2022,7,639248001,0.058,,,0.6,0.192,mg/L,15,639248002,0.058,,,0.658,0.192,mg N/L,,,,NR,,,,8/31/2022,,6,639248001,0.2,,,0.881,0.6,mg/L,9/12/2022,9/7/2022,13,639248001,9,,ND,,,30,ug/L,18,639248002,9,L,,13.8,30,ug/L,9/26/2022,32,639248001,0.097,H,,1.45,0.32,mg/L,8/31/2022,,6,639248001,0.3,L,,0.427,0.9,mg/L,9/20/2022,,26,639248001,0.16,ND,,,0.5,mg/L,8/26/2022,1,639248002,0.1,,,2.41,0.1,NTU,NLA_WI-10223
8/13/2024,2021609,NLA22_ID-10026,8/25/2022,1,ID,WATER,REGULAR,WRS,9/7/2022,1,13,2210977,0.0005,,,0.005,0.004,mg N/L,3/1/2023,188,2210977,,,H,85,,UEQ/L,1/20/2023,1,148,2210977,0.011,,,0.86,0.05,mg/L,9/7/2022,,62.1,ug/L,13,2210977,0.18,,,4.97,ug/L,1,213941,,500,8/29/2022,1,4,2210977,0.004,,,0.091,0.06,mg/L,8/27/2022,2,2210977,,,0,APHA PT-CO,8/27/2022,2,2210977,1,,,12.7,2,uS/cm AT 25 C,9/8/2022,1,14,2210977,0.024,,,3.08,0.2,mg/L,1/20/2023,1,148,2210977,0.003,,,0.37,0.02,mg/L,8/29/2022,1,4,2210977,0.0006,ND,MDL,,0.02,mg N/L,,,,,,,,,8/29/2022,1,4,2210977,0.0006,ND,MDL,,0.02,mg N/L,9/16/2022,9/15/2022,21,2210977,0.002,,,0.224,0.02,mg/L,22,2210977,0.002,,,0.378,0.02,mg/L,8/27/2022,2,2210977,,,6.89,Std. Units,1/20/2023,1,148,2210977,0.018,,,0.15,0.1,mg/L,9/16/2022,9/15/2022,21,2210977,0.48,,,,13.6,4,ug/L,22,2210977,0.48,,,36.7,4,ug/L,8/29/2022,4,2210977,0.0012,,,3.36,0.01,mg/L,1/20/2023,1,148,2210977,0.009,,,0.69,0.1,mg/L,8/29/2022,1,4,2210977,0.002,,,0.366,0.18,mg/L,8/27/2022,2,2210977,,,,2.03,2,NTU,NLA_ID-10185
